"id","ref_audit","ref_process","ref_risk","ref_impact_level","ref_category","ref_revision","impact","loss","weight","title","info","rev"
"145","-1","29","57","2","3","0","2.5","0","1","Impacto inicial","Riesgo de la Política Internacional","0"
"147","-1","28","56","1","4","1351","3.5","0","1","Impacto inicial","Riesgos Cibernéticos","0"
"149","-1","33","61","5","2","210","5","0","1","Impacto inicial","","0"
"151","-1","33","62","5","2","211","5","0","1","Impacto inicial","","0"
"153","-1","33","66","5","2","212","5","0","1","Impacto inicial","","0"
"155","-1","33","67","5","2","225","5","0","1","Impacto inicial","","0"
"157","-1","33","69","5","2","226","5","0","1","Impacto inicial","","0"
"159","-1","33","68","5","2","227","5","0","1","Impacto inicial","","0"
"161","-1","33","70","5","2","228","5","0","1","Impacto inicial","","0"
"163","-1","33","75","5","2","229","5","0","1","Impacto inicial","","0"
"165","-1","33","86","5","2","230","5","0","1","Impacto inicial","","0"
"167","-1","33","97","5","2","231","5","0","1","Impacto inicial","","0"
"169","-1","33","108","5","2","232","5","0","1","Impacto inicial","","0"
"171","-1","33","119","5","2","233","5","0","1","Impacto inicial","","0"
"173","-1","33","130","5","2","234","5","0","1","Impacto inicial","","0"
"175","-1","33","140","5","2","235","5","0","1","Impacto inicial","","0"
"177","-1","33","151","5","2","236","5","0","1","Impacto inicial","","0"
"179","-1","35","103","5","2","249","5","0","1","Impacto inicial","","0"
"181","-1","37","153","5","2","250","5","0","1","Impacto inicial","","0"
"183","-1","37","154","5","2","251","5","0","1","Impacto inicial","","0"
"185","-1","39","127","5","2","253","5","0","1","Impacto inicial","","0"
"187","-1","39","128","5","2","254","5","0","1","Impacto inicial","","0"
"189","-1","39","129","5","2","255","5","0","1","Impacto inicial","","0"
"191","-1","39","131","5","2","256","5","0","1","Impacto inicial","","0"
"193","-1","39","132","5","2","257","5","0","1","Impacto inicial","","0"
"195","-1","39","133","5","2","258","5","0","1","Impacto inicial","","0"
"197","-1","39","134","5","2","259","5","0","1","Impacto inicial","","0"
"199","-1","39","135","5","2","260","5","0","1","Impacto inicial","","0"
"201","-1","39","136","5","2","261","5","0","1","Impacto inicial","","0"
"203","-1","39","137","5","2","262","5","0","1","Impacto inicial","","0"
"205","-1","41","157","5","2","264","5","0","1","Impacto inicial","","0"
"207","-1","43","143","5","2","265","5","0","1","Impacto inicial","","0"
"209","-1","43","144","5","2","266","5","0","1","Impacto inicial","","0"
"211","-1","43","145","5","2","268","5","0","1","Impacto inicial","","0"
"213","-1","43","146","5","2","269","5","0","1","Impacto inicial","","0"
"215","-1","45","81","5","2","270","5","0","1","Impacto inicial","","0"
"219","-1","47","71","5","2","271","5","0","1","Impacto inicial","","0"
"221","-1","47","72","5","2","272","5","0","1","Impacto inicial","","0"
"223","-1","47","73","5","2","273","5","0","1","Impacto inicial","","0"
"225","-1","47","74","5","2","274","5","0","1","Impacto inicial","","0"
"227","-1","47","76","5","2","275","5","0","1","Impacto inicial","","0"
"229","-1","47","77","5","2","276","5","0","1","Impacto inicial","","0"
"231","-1","47","78","5","2","277","5","0","1","Impacto inicial","","0"
"233","-1","47","79","5","2","278","5","0","1","Impacto inicial","","0"
"235","-1","47","80","5","2","279","5","0","1","Impacto inicial","","0"
"237","-1","47","96","5","2","280","5","0","1","Impacto inicial","","0"
"239","-1","47","98","5","2","281","5","0","1","Impacto inicial","","0"
"241","-1","47","99","5","2","282","5","0","1","Impacto inicial","","0"
"243","-1","47","100","5","2","0","5","0","1","Impacto inicial","","0"
"245","-1","49","159","5","2","287","5","0","1","Impacto inicial","","0"
"247","-1","49","160","5","2","288","5","0","1","Impacto inicial","","0"
"249","-1","49","63","5","2","285","5","0","1","Impacto inicial","","0"
"251","-1","49","64","5","2","284","5","0","1","Impacto inicial","","0"
"253","-1","49","65","5","2","286","5","0","1","Impacto inicial","","0"
"255","-1","51","89","5","2","289","5","0","1","Impacto inicial","","0"
"257","-1","51","90","5","2","290","5","0","1","Impacto inicial","","0"
"259","-1","51","92","5","2","291","5","0","1","Impacto inicial","","0"
"261","-1","51","93","5","2","292","5","0","1","Impacto inicial","","0"
"263","-1","51","94","5","2","293","5","0","1","Impacto inicial","","0"
"265","-1","51","95","5","2","0","5","0","1","Impacto inicial","","0"
"267","-1","53","82","5","2","294","5","0","1","Impacto inicial","","0"
"269","-1","53","83","5","2","295","5","0","1","Impacto inicial","","0"
"271","-1","53","84","5","2","296","5","0","1","Impacto inicial","","0"
"273","-1","53","85","5","2","297","5","0","1","Impacto inicial","","0"
"275","-1","53","87","5","2","298","5","0","1","Impacto inicial","","0"
"277","-1","53","88","5","2","299","5","0","1","Impacto inicial","","0"
"279","-1","53","91","5","2","300","5","0","1","Impacto inicial","","0"
"281","-1","53","101","5","2","301","5","0","1","Impacto inicial","","0"
"283","-1","53","102","5","2","302","5","0","1","Impacto inicial","","0"
"285","-1","53","104","5","2","303","5","0","1","Impacto inicial","","0"
"287","-1","53","105","5","2","304","5","0","1","Impacto inicial","","0"
"289","-1","53","139","5","2","305","5","0","1","Impacto inicial","","0"
"291","-1","53","142","5","2","308","5","0","1","Impacto inicial","","0"
"295","-1","53","141","5","2","307","5","0","1","Impacto inicial","","0"
"297","-1","55","156","5","2","313","5","0","1","Impacto inicial","","0"
"299","-1","55","155","5","2","312","5","0","1","Impacto inicial","","0"
"301","-1","57","148","5","2","315","5","0","1","Impacto inicial","","0"
"303","-1","57","149","5","2","316","5","0","1","Impacto inicial","","0"
"305","-1","57","150","5","2","314","5","0","1","Impacto inicial","","0"
"307","-1","57","152","5","2","317","5","0","1","Impacto inicial","","0"
"309","-1","59","111","5","2","322","5","0","1","Impacto inicial","","0"
"311","-1","59","106","5","2","318","5","0","1","Impacto inicial","","0"
"313","-1","59","107","5","2","319","5","0","1","Impacto inicial","","0"
"315","-1","59","109","5","2","320","5","0","1","Impacto inicial","","0"
"317","-1","59","110","5","2","321","5","0","1","Impacto inicial","","0"
"319","-1","59","112","5","2","323","5","0","1","Impacto inicial","","0"
"321","-1","59","113","5","2","324","5","0","1","Impacto inicial","","0"
"323","-1","47","158","5","2","283","5","0","1","Impacto inicial","","0"
"325","-1","33","61","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"327","-1","33","62","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"329","-1","33","66","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"331","-1","61","114","5","2","237","5","0","1","Impacto inicial","","0"
"333","-1","61","115","5","2","238","5","0","1","Impacto inicial","","0"
"335","-1","61","116","5","2","239","5","0","1","Impacto inicial","","0"
"337","-1","61","117","5","2","240","5","0","1","Impacto inicial","","0"
"339","-1","61","118","5","2","241","5","0","1","Impacto inicial","","0"
"341","-1","61","120","5","2","242","5","0","1","Impacto inicial","","0"
"343","-1","61","121","5","2","243","5","0","1","Impacto inicial","","0"
"345","-1","61","122","5","2","244","5","0","1","Impacto inicial","","0"
"347","-1","61","123","5","2","245","5","0","1","Impacto inicial","","0"
"349","-1","61","124","5","2","246","5","0","1","Impacto inicial","","0"
"351","-1","61","125","5","2","247","5","0","1","Impacto inicial","","0"
"353","-1","61","126","5","2","248","5","0","1","Impacto inicial","","0"
"355","-1","33","67","1","3","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"357","-1","33","69","1","3","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"359","-1","33","68","1","3","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"361","-1","33","70","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"363","-1","33","75","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"365","-1","33","86","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"367","-1","33","97","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"369","-1","33","108","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"371","-1","33","119","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"373","-1","33","130","3","4","0","1.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"375","-1","33","140","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"377","-1","33","151","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"379","-1","61","114","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"381","-1","61","115","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"383","-1","61","116","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"385","-1","61","117","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"387","-1","61","118","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"389","-1","61","120","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"391","-1","61","121","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"393","-1","61","122","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"395","-1","61","123","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"397","-1","61","124","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"399","-1","61","125","2","2","0","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"401","-1","61","126","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"403","-1","35","103","1","3","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"405","-1","37","153","2","2","0","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"407","-1","37","154","2","2","0","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"409","-1","39","138","5","2","263","5","0","1","Impacto inicial","","0"
"411","-1","39","127","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"413","-1","39","128","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"415","-1","39","129","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"417","-1","39","131","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"419","-1","39","132","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"421","-1","39","133","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"423","-1","39","134","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"425","-1","39","135","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"427","-1","39","136","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"429","-1","39","137","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"431","-1","39","138","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"433","-1","41","157","2","2","0","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"435","-1","43","143","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"437","-1","43","144","5","2","267","5","0","1","Impacto inicial","","0"
"439","-1","43","144","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"441","-1","43","145","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"443","-1","43","146","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"445","-1","45","81","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"447","-1","47","71","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"449","-1","47","72","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"451","-1","47","73","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"453","-1","47","74","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"455","-1","47","76","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"457","-1","47","77","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"459","-1","47","78","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"461","-1","47","79","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"463","-1","47","80","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"465","-1","47","96","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"467","-1","47","98","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"469","-1","47","99","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"471","-1","47","158","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"473","-1","49","64","2","3","0","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"475","-1","49","63","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"477","-1","49","65","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"479","-1","49","159","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"481","-1","49","160","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"483","-1","51","89","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"485","-1","51","90","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"487","-1","51","92","2","2","0","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"489","-1","51","93","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"491","-1","51","94","5","2","0","5","0","1","Impacto inicial","","0"
"493","-1","53","82","2","2","0","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"495","-1","53","83","2","2","0","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"497","-1","53","84","3","2","0","1.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"499","-1","53","85","3","2","0","1.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"501","-1","53","87","2","2","0","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"503","-1","53","88","2","2","0","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"505","-1","53","91","2","2","0","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"507","-1","53","101","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"509","-1","53","102","1","3","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"511","-1","53","104","2","3","0","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"513","-1","53","105","2","3","0","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"515","-1","53","139","2","2","306","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"517","-1","53","139","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"519","-1","53","141","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"521","-1","53","142","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"525","-1","53","147","5","2","311","5","0","1","Impacto inicial","","0"
"527","-1","53","147","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"529","-1","55","155","2","2","0","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"531","-1","55","156","2","2","0","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"533","-1","57","150","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"535","-1","57","148","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"537","-1","57","149","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"539","-1","57","152","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"541","-1","59","106","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"543","-1","59","107","3","2","0","1.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"545","-1","59","109","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"547","-1","59","110","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"549","-1","59","111","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"551","-1","59","112","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"553","-1","59","113","1","2","0","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"554","9","41","157","2","2","326","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"557","9","41","157","4","2","0","0.5","0","1","Impacto inicial","Evaluacion Residual","0"
"558","10","33","70","1","2","442","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"559","10","33","62","1","2","436","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"560","10","33","66","1","2","437","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"561","10","33","67","1","3","438","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"562","10","33","61","1","2","427","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"563","10","33","75","1","2","428","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"564","10","33","119","1","2","432","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"565","10","33","86","1","2","429","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"566","10","33","97","1","2","430","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"567","10","33","69","1","3","440","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"568","10","33","140","1","2","434","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"569","10","33","151","1","2","435","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"570","10","33","108","1","2","431","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"571","10","33","130","3","4","433","1.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"572","10","33","68","1","3","441","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"573","10","35","103","1","3","455","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"574","10","37","153","2","2","456","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"575","10","37","154","2","2","457","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"576","10","39","132","1","2","463","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"577","10","39","137","1","2","468","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"578","10","39","138","1","2","469","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"579","10","39","128","1","2","459","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"580","10","39","133","1","2","464","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"581","10","39","131","1","2","462","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"582","10","39","134","1","2","465","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"583","10","39","127","1","2","458","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"584","10","39","135","1","2","466","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"585","10","39","136","1","2","467","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"586","10","39","129","1","2","460","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"587","10","41","157","4","2","0","0.5","0","1","Impacto inicial","Evaluacion Residual","0"
"588","10","43","144","1","2","471","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"589","10","43","143","1","2","470","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"590","10","43","145","1","2","472","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"591","10","43","146","1","2","473","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"592","10","45","81","1","2","474","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"593","10","47","74","1","2","478","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"594","10","47","76","1","2","479","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"595","10","47","77","1","2","480","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"596","10","47","96","1","2","485","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"597","10","47","80","1","2","484","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"598","10","47","98","1","2","486","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"599","10","47","99","1","2","487","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"600","10","47","78","1","2","482","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"601","10","47","71","1","2","475","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"602","10","47","72","1","2","476","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"603","10","47","73","1","2","477","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"604","10","47","158","1","2","489","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"605","10","47","79","1","2","483","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"606","10","47","100","5","2","488","5","0","1","Impacto inicial","","0"
"607","10","49","63","1","2","490","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"608","10","49","159","1","2","493","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"609","10","49","160","1","2","494","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"610","10","49","64","2","3","491","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"611","10","49","65","1","2","492","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"612","10","51","90","1","2","497","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"613","10","51","92","2","2","498","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"614","10","51","89","1","2","496","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"615","10","51","93","1","2","499","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"616","10","51","94","5","2","500","5","0","1","Impacto inicial","","0"
"617","10","51","95","5","2","501","5","0","1","Impacto inicial","","0"
"618","10","53","82","2","2","502","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"619","10","53","84","3","2","504","1.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"620","10","53","85","3","2","505","1.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"621","10","53","87","2","2","506","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"622","10","53","88","2","2","507","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"623","10","53","139","1","2","513","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"624","10","53","142","1","2","515","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"625","10","53","147","1","2","516","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"626","10","53","141","1","2","514","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"627","10","53","105","2","3","512","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"628","10","53","91","2","2","508","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"629","10","53","104","2","3","511","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"630","10","53","102","1","3","510","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"631","10","53","83","2","2","503","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"632","10","53","101","1","2","509","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"633","10","55","155","2","2","528","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"634","10","55","156","2","2","529","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"635","10","57","148","1","2","517","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"636","10","57","150","1","2","519","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"637","10","57","152","1","2","520","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"638","10","57","149","1","2","518","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"639","10","59","110","1","2","524","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"640","10","59","111","1","2","525","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"641","10","59","113","1","2","527","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"642","10","59","106","1","2","521","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"643","10","59","107","3","2","522","1.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"644","10","59","109","1","2","523","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"645","10","59","112","1","2","526","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"646","10","61","118","1","2","447","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"647","10","61","125","2","2","453","2.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"648","10","61","126","1","2","454","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"649","10","61","115","1","2","444","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"650","10","61","120","1","2","448","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"651","10","61","117","1","2","446","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"652","10","61","121","1","2","449","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"653","10","61","114","1","2","443","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
"654","10","61","122","1","2","450","3.5","0","1","Impacto inicial","Evaluacion Inherente","0"
